"treatment","age","gender","ethnicity","ethnicity_akan","ethnicity_ewe","ethnicity_ga","higheducation","employed","tmonthlyincome","church_daily","church_weekly","pray_multiple","travels_more_than_hour","revival","choice_keep_church","choice_keep_thanks","choice_keep_street","wave","Tinsurance","Tinsuranceinfo","Tnoinsurance","Female","Wave_2"
"Insurance",32,"Male","Other",0,0,0,"1","1",550,"0","0","1","1","0",0.454545454545455,0.545454545454545,0.454545454545455,"1","1","0","0",0,0
"Insurance",23,"Female","Akan",1,0,0,"0","0",68,"0","1","1","0","0",0.0909090909090909,0.818181818181818,0.0909090909090909,"1","1","0","0",1,0
"Insurance",25,"Male","Other",0,0,0,"0","0",175,"1","1","1","0","0",0.454545454545455,0.454545454545455,0.454545454545455,"1","1","0","0",0,0
"Insurance",43,"Male","Other",0,0,0,"0","1",275,"0","1","0","0","0",1,0.545454545454545,0.545454545454545,"1","1","0","0",0,0
"Insurance",25,"Male","Ga Adangbe",0,0,1,"1","0",180,"0","1","1","0","0",0.454545454545455,0.454545454545455,0.454545454545455,"1","1","0","0",0,0
"Insurance",25,"Male","Ga Adangbe",0,0,1,"0","0",70,"0","1","1","0","0",0.545454545454545,0.545454545454545,0.454545454545455,"1","1","0","0",0,0
"Insurance",24,"Male","Other",0,0,0,"1","0",70,"0","1","0","0","0",1,1,1,"1","1","0","0",0,0
"Insurance",41,"Male","Ga Adangbe",0,0,1,"1","1",1050,"0","1","1","0","0",0.454545454545455,0.454545454545455,0.545454545454545,"1","1","0","0",0,0
"Insurance",55,"Male","Ga Adangbe",0,0,1,"1","1",1050,"0","0","1","0","0",0.454545454545455,0.545454545454545,0.545454545454545,"1","1","0","0",0,0
"No insurance",24,"Female","Akan",1,0,0,"0","0",275,"0","1","1","0","0",0.454545454545455,0.363636363636364,0.454545454545455,"1","0","0","1",1,0
"No insurance",54,"Female","Other",0,0,0,"0","1",68,"0","1","1","1","0",1,1,0.545454545454545,"1","0","0","1",1,0
"No insurance",33,"Female","Akan",1,0,0,"1","1",175,"0","1","1","0","0",0.272727272727273,0.454545454545455,0.454545454545455,"1","0","0","1",1,0
"No insurance",55,"Male","Ewe",0,1,0,"1","1",300,"0","1","1","0","0",0.545454545454545,0.545454545454545,0.545454545454545,"1","0","0","1",0,0
"No insurance",43,"Female","Other",0,0,0,"1","1",140,"1","1","1","0","0",0.545454545454545,0.545454545454545,0.454545454545455,"1","0","0","1",1,0
"No insurance",38,"Male","Akan",1,0,0,"1","1",1050,"0","1","0","0","0",0.272727272727273,0.454545454545455,0.727272727272727,"1","0","0","1",0,0
"No insurance",28,"Female","Other",0,0,0,"1","0",275,"0","1","1","0","0",0.454545454545455,0.545454545454545,0.636363636363636,"1","0","0","1",1,0
"No insurance",48,"Female","Akan",1,0,0,"0","1",75,"0","1","1","0","0",0.545454545454545,0.545454545454545,0.545454545454545,"1","0","0","1",1,0
"No insurance",43,"Female","Ga Adangbe",0,0,1,"0","1",68,"1","1","1","0","0",0.272727272727273,0.181818181818182,0.454545454545455,"1","0","0","1",1,0
"No insurance",49,"Female","Akan",1,0,0,"0","1",110,"0","1","1","1","0",0.545454545454545,0.545454545454545,0.545454545454545,"1","0","0","1",1,0
"No insurance",36,"Female","Ewe",0,1,0,"0","1",380,"0","1","1","0","0",0,0.272727272727273,0.181818181818182,"1","0","0","1",1,0
"No insurance",33,"Female","Akan",1,0,0,"1","1",325,"0","1","1","0","0",0.363636363636364,0.363636363636364,0.363636363636364,"1","0","0","1",1,0
"No insurance",45,"Female","Akan",1,0,0,"1","1",275,"1","1","1","0","0",1,0.545454545454545,0.636363636363636,"1","0","0","1",1,0
"No insurance",55,"Male","Akan",1,0,0,"0","1",68,"0","1","1","0","0",0.363636363636364,0.545454545454545,0.545454545454545,"1","0","0","1",0,0
"No insurance",36,"Female","Other",0,0,0,"0","1",340,"0","0","1","1","0",0.272727272727273,0.272727272727273,0.272727272727273,"1","0","0","1",1,0
"No insurance",21,"Female","Akan",1,0,0,"0","1",325,"0","1","1","0","0",0.545454545454545,1,0.545454545454545,"1","0","0","1",1,0
"No insurance",33,"Female","Akan",1,0,0,"0","1",140,"1","1","1","0","0",0.181818181818182,0.545454545454545,0.0909090909090909,"1","0","0","1",1,0
"No insurance",34,"Female","Other",0,0,0,"0","0",70,"0","1","1","0","0",0.272727272727273,0.272727272727273,0,"1","0","0","1",1,0
"No insurance",52,"Male","Akan",1,0,0,"1","1",425,"0","1","1","0","0",0.545454545454545,0.545454545454545,0.545454545454545,"1","0","0","1",0,0
"Insurance",43,"Male","Akan",1,0,0,"1","1",950,"0","1","1","0","0",0.727272727272727,0.818181818181818,0.727272727272727,"1","1","0","0",0,0
"Insurance",52,"Female","Ewe",0,1,0,"0","1",175,"0","1","1","0","0",0.545454545454545,0.545454545454545,0.545454545454545,"1","1","0","0",1,0
"Insurance",38,"Male","Other",0,0,0,"0","1",900,"0","1","1","0","0",1,1,1,"1","1","0","0",0,0
"Insurance",19,"Female","Ewe",0,1,0,"0","0",68,"0","1","1","0","0",0.818181818181818,0.545454545454545,0.636363636363636,"1","1","0","0",1,0
"Insurance",43,"Male","Akan",1,0,0,"0","1",1050,"0","1","1","0","0",0.454545454545455,0.545454545454545,0.545454545454545,"1","1","0","0",0,0
"No insurance",34,"Female","Other",0,0,0,"0","0",70,"0","1","1","0","0",0.272727272727273,0.272727272727273,0,"1","0","0","1",1,0
"No insurance",52,"Male","Akan",1,0,0,"1","1",425,"0","1","1","0","0",0.545454545454545,0.545454545454545,0.545454545454545,"1","0","0","1",0,0
"No insurance",42,"Male","Akan",1,0,0,"0","1",700,"0","1","1","0","0",0.454545454545455,0.363636363636364,0.363636363636364,"1","0","0","1",0,0
"No insurance",31,"Female","Other",0,0,0,"0","0",75,"0","1","1","0","0",1,0.727272727272727,0.818181818181818,"1","0","0","1",1,0
"No insurance",28,"Male","Akan",1,0,0,"0","1",850,"0","1","1","0","0",0.363636363636364,0.272727272727273,1,"1","0","0","1",0,0
"No insurance",51,"Female","Akan",1,0,0,"1","1",110,"0","1","1","0","0",1,0.545454545454545,0.545454545454545,"1","0","0","1",1,0
"Insurance information",32,"Female","Ga Adangbe",0,0,1,"0","1",180,"0","1","1","0","0",0.727272727272727,0.727272727272727,1,"1","0","1","0",1,0
"Insurance information",22,"Male","Akan",1,0,0,"1","0",275,"0","1","1","1","0",0.454545454545455,0.545454545454545,0.727272727272727,"1","0","1","0",0,0
"Insurance information",48,"Female","Ga Adangbe",0,0,1,"0","1",550,"0","1","1","0","0",0.545454545454545,0.454545454545455,0.545454545454545,"1","0","1","0",1,0
"Insurance information",54,"Female","Akan",1,0,0,"1","1",550,"0","1","1","0","0",0.636363636363636,0.727272727272727,0.545454545454545,"1","0","1","0",1,0
"Insurance information",46,"Female","Ga Adangbe",0,0,1,"0","1",500,"0","1","1","0","0",0.454545454545455,0.727272727272727,1,"1","0","1","0",1,0
"Insurance information",28,"Female","Ewe",0,1,0,"0","1",900,"0","1","1","1","0",0.363636363636364,0.363636363636364,0.181818181818182,"1","0","1","0",1,0
"No insurance",37,"Female","Akan",1,0,0,"0","1",300,"0","1","1","0","0",0.545454545454545,0.454545454545455,0.636363636363636,"1","0","0","1",1,0
"Insurance information",33,"Female","Akan",1,0,0,"1","1",1050,"0","1","1","0","0",1,0.454545454545455,0.0909090909090909,"1","0","1","0",1,0
"Insurance information",24,"Male","Ga Adangbe",0,0,1,"1","0",340,"0","1","1","0","0",0.636363636363636,0.636363636363636,0.545454545454545,"1","0","1","0",0,0
"Insurance information",27,"Female","Akan",1,0,0,"1","0",325,"0","1","1","0","0",0.545454545454545,0.545454545454545,0.545454545454545,"1","0","1","0",1,0
"Insurance information",61,"Female","Ga Adangbe",0,0,1,"0","1",68,"0","1","1","0","0",0.545454545454545,0.545454545454545,0.545454545454545,"1","0","1","0",1,0
"Insurance information",65,"Female","Ga Adangbe",0,0,1,"0","0",1300,"0","1","1","1","0",0.454545454545455,0.454545454545455,1,"1","0","1","0",1,0
"Insurance information",NA,"Male","Akan",1,0,0,"0","0",175,"0","1","0","0","0",0.545454545454545,0.454545454545455,0.454545454545455,"1","0","1","0",0,0
"No insurance",66,"Female","Akan",1,0,0,"0","1",110,"0","1","1","0","0",0.545454545454545,0.181818181818182,0.363636363636364,"1","0","0","1",1,0
"No insurance",24,"Female","Akan",1,0,0,"0","0",75,"0","0","0","0","0",0.454545454545455,0.454545454545455,0.454545454545455,"1","0","0","1",1,0
"No insurance",26,"Female","Other",0,0,0,"0","1",68,"0","1","0","0","0",0.636363636363636,0.545454545454545,0.363636363636364,"1","0","0","1",1,0
"No insurance",22,"Male","Other",0,0,0,"0","0",175,"0","1","1","0","0",0,0,0,"1","0","0","1",0,0
"Insurance information",21,"Female","Ga Adangbe",0,0,1,"1","0",380,"0","1","1","0","0",0.545454545454545,0.545454545454545,0.454545454545455,"1","0","1","0",1,0
"Insurance information",23,"Female","Ga Adangbe",0,0,1,"0","1",175,"0","1","1","0","0",0.272727272727273,0.272727272727273,0.454545454545455,"1","0","1","0",1,0
"Insurance information",21,"Female","Akan",1,0,0,"0","0",260,"0","1","1","0","0",0.454545454545455,0.545454545454545,0.454545454545455,"1","0","1","0",1,0
"No insurance",19,"Male","Ga Adangbe",0,0,1,"0","0",180,"0","1","1","1","0",0.545454545454545,1,1,"1","0","0","1",0,0
"No insurance",28,"Male","Ga Adangbe",0,0,1,"0","1",68,"1","1","1","0","0",0.545454545454545,0.545454545454545,0.545454545454545,"1","0","0","1",0,0
"No insurance",23,"Female","Other",0,0,0,"1","0",275,"0","1","1","0","0",0.272727272727273,0.454545454545455,0.181818181818182,"1","0","0","1",1,0
"No insurance",28,"Female","Ga Adangbe",0,0,1,"1","0",25,"0","1","1","0","0",0.454545454545455,0.727272727272727,0.636363636363636,"1","0","0","1",1,0
"No insurance",25,"Female","Other",0,0,0,"0","0",175,"0","1","0","0","0",0.272727272727273,0.272727272727273,0.363636363636364,"1","0","0","1",1,0
"Insurance information",46,"Female","Ga Adangbe",0,0,1,"0","0",47.2324666136034,"0","1","1","0","0",0.368421052631579,0.368421052631579,0.210526315789474,"2","0","1","0",1,1
"No insurance",42,"Female","Ewe",0,1,0,"0","1",78.7207776893391,"0","1","1","0","0",0.894736842105263,0.894736842105263,0.789473684210526,"2","0","0","1",1,1
"Insurance",24,"Male","Ewe",0,1,0,"0","1",141.69739984081,"0","1","1","0","0",0.736842105263158,0.368421052631579,0.473684210526316,"2","1","0","0",0,1
"Insurance",62,"Female","Ewe",0,1,0,"0","1",204.674021992282,"0","1","1","0","0",0.526315789473684,0.526315789473684,0.526315789473684,"2","1","0","0",1,1
"No insurance",58,"Female","Ga Adangbe",0,0,1,"0","1",472.324666136034,"0","1","1","0","0",0.631578947368421,0.631578947368421,0.631578947368421,"2","0","0","1",1,1
"Insurance",33,"Male","Ewe",0,1,0,"0","0",141.69739984081,"0","1","1","0","0",0.736842105263158,0.842105263157895,0.736842105263158,"2","1","0","0",0,1
"Insurance information",50,"Female","Ewe",0,1,0,"0","1",661.254532590448,"0","1","1","0","0",0.263157894736842,0.473684210526316,0,"2","0","1","0",1,1
"Insurance",47,"Male","Ewe",0,1,0,"0","1",346.371421833092,"0","1","1","0","0",0.578947368421053,0.578947368421053,0.526315789473684,"2","1","0","0",0,1
"Insurance information",54,"Female","Ga Adangbe",0,0,1,"0","1",346.371421833092,"0","1","1","0","0",0.263157894736842,0.473684210526316,0.789473684210526,"2","0","1","0",1,1
"Insurance information",49,"Female","Ewe",0,1,0,"0","1",535.301288287506,"0","1","1","0","0",0.368421052631579,0.368421052631579,0.368421052631579,"2","0","1","0",1,1
"Insurance",62,"Female","Akan",1,0,0,"0","1",346.371421833092,"0","1","1","0","0",0.684210526315789,0.631578947368421,0.684210526315789,"2","1","0","0",1,1
"Insurance information",38,"Male","Ewe",0,1,0,"1","1",661.254532590448,"0","1","1","0","0",0.736842105263158,0.736842105263158,0.736842105263158,"2","0","1","0",0,1
"Insurance",52,"Female","Ga Adangbe",0,0,1,"0","1",236.162333068017,"0","1","0","0","0",0.473684210526316,0.473684210526316,0.473684210526316,"2","1","0","0",1,1
"Insurance",39,"Female","Ewe",0,1,0,"0","1",15.7441555378678,"0","1","0","0","0",0.631578947368421,0.526315789473684,0.526315789473684,"2","1","0","0",1,1
"Insurance",39,"Female","Ewe",0,1,0,"0","1",236.162333068017,"0","1","1","0","0",0,0,0,"2","1","0","0",1,1
"No insurance",42,"Male","Ga Adangbe",0,0,1,"0","1",661.254532590448,"0","1","1","0","0",0.736842105263158,0.736842105263158,0.736842105263158,"2","0","0","1",0,1
"Insurance information",54,"Female","Ewe",0,1,0,"0","1",267.650644143753,"0","1","1","0","0",0.736842105263158,0.736842105263158,0.736842105263158,"2","0","1","0",1,1
"Insurance information",56,"Female","Akan",1,0,0,"0","1",598.277910438977,"0","1","1","0","0",0.526315789473684,0.526315789473684,0.473684210526316,"2","0","1","0",1,1
"Insurance",23,"Male","Akan",1,0,0,"0","1",204.674021992282,"0","1","1","0","0",0.473684210526316,0.368421052631579,0.421052631578947,"2","1","0","0",0,1
"No insurance",67,"Female","Ewe",0,1,0,"0","1",141.69739984081,"0","1","1","0","0",0.526315789473684,0.526315789473684,0.526315789473684,"2","0","0","1",1,1
"Insurance",54,"Female","Akan",1,0,0,"0","1",267.650644143753,"0","1","1","0","0",0.526315789473684,0.526315789473684,0.526315789473684,"2","1","0","0",1,1
"Insurance",36,"Female","Ewe",0,1,0,"0","0",141.69739984081,"0","1","1","0","0",0.526315789473684,0.473684210526316,0.473684210526316,"2","1","0","0",1,1
"No insurance",50,"Female","Ga Adangbe",0,0,1,"0","1",204.674021992282,"0","1","1","0","0",0.789473684210526,0.736842105263158,0.736842105263158,"2","0","0","1",1,1
"No insurance",29,"Female","Other",0,0,0,"0","1",346.371421833092,"0","1","1","0","0",0.526315789473684,0.473684210526316,0.473684210526316,"2","0","0","1",1,1
"Insurance",74,"Male","Ewe",0,1,0,"0","0",267.650644143753,"0","1","1","0","0",0.736842105263158,0.736842105263158,0.736842105263158,"2","1","0","0",0,1
"No insurance",19,"Male","Ewe",0,1,0,"0","1",236.162333068017,"0","1","1","0","0",0.368421052631579,0.105263157894737,0.105263157894737,"2","0","0","1",0,1
"No insurance",43,"Male","Ewe",0,1,0,"1","1",661.254532590448,"0","1","1","0","0",0.421052631578947,0.368421052631579,0.368421052631579,"2","0","0","1",0,1
"Insurance",23,"Male","Akan",1,0,0,"0","0",47.2324666136034,"0","1","0","0","0",0.631578947368421,0.736842105263158,0.526315789473684,"2","1","0","0",0,1
"No insurance",42,"Female","Ga Adangbe",0,0,1,"0","1",78.7207776893391,"0","1","1","0","0",0.526315789473684,0.526315789473684,0.578947368421053,"2","0","0","1",1,1
"No insurance",71,"Female","Ewe",0,1,0,"0","0",78.7207776893391,"0","1","1","0","0",0.789473684210526,0.789473684210526,0.789473684210526,"2","0","0","1",1,1
"Insurance",60,"Male","Akan",1,0,0,"0","1",236.162333068017,"0","1","1","0","0",0.526315789473684,0.736842105263158,0.526315789473684,"2","1","0","0",0,1
"Insurance information",23,"Male","Ewe",0,1,0,"0","1",299.138955219488,"0","1","1","0","0",0.473684210526316,0.526315789473684,0.263157894736842,"2","0","1","0",0,1
"No insurance",48,"Female","Akan",1,0,0,"0","1",267.650644143753,"0","1","1","0","0",0.526315789473684,0.736842105263158,0.526315789473684,"2","0","0","1",1,1
"Insurance",66,"Female","Ewe",0,1,0,"0","0",141.69739984081,"0","1","1","0","0",0.473684210526316,0.736842105263158,0.684210526315789,"2","1","0","0",1,1
"No insurance",56,"Female","Akan",1,0,0,"0","1",110.209088765075,"0","1","0","0","0",0.526315789473684,0.526315789473684,0.526315789473684,"2","0","0","1",1,1
"No insurance",65,"Female","Ewe",0,1,0,"0","1",47.2324666136034,"0","1","1","0","0",0.526315789473684,0.526315789473684,0.473684210526316,"2","0","0","1",1,1
"No insurance",66,"Female","Ewe",0,1,0,"0","1",110.209088765075,"0","1","1","0","0",0.526315789473684,0.526315789473684,0.526315789473684,"2","0","0","1",1,1
"Insurance",60,"Female","Ewe",0,1,0,"1","0",15.7441555378678,"0","1","1","0","0",0.526315789473684,0.526315789473684,0.473684210526316,"2","1","0","0",1,1
"Insurance",45,"Male","Ga Adangbe",0,0,1,"1","1",661.254532590448,"0","1","1","0","0",0.526315789473684,0.473684210526316,0.421052631578947,"2","1","0","0",0,1
"Insurance",58,"Female","Ewe",0,1,0,"0","1",47.2324666136034,"0","1","1","0","0",0.526315789473684,0.631578947368421,0.526315789473684,"2","1","0","0",1,1
"Insurance",26,"Female","Akan",1,0,0,"0","0",110.209088765075,"0","1","1","0","0",0.315789473684211,0.210526315789474,0.263157894736842,"2","1","0","0",1,1
"Insurance",25,"Female","Ga Adangbe",0,0,1,"0","1",346.371421833092,"0","1","1","0","0",0.473684210526316,0.473684210526316,0.473684210526316,"2","1","0","0",1,1
"Insurance information",35,"Male","Akan",1,0,0,"0","1",47.2324666136034,"0","1","1","0","0",0.473684210526316,0.210526315789474,0.105263157894737,"2","0","1","0",0,1
"Insurance information",51,"Male","Ewe",0,1,0,"0","1",661.254532590448,"0","1","1","0","0",0.789473684210526,0.789473684210526,0.631578947368421,"2","0","1","0",0,1
"No insurance",31,"Male","Ewe",0,1,0,"0","0",346.371421833092,"0","1","1","0","0",0.263157894736842,0.473684210526316,0.263157894736842,"2","0","0","1",0,1
"Insurance",54,"Female","Akan",1,0,0,"0","0",346.371421833092,"0","1","1","0","0",0.526315789473684,0.526315789473684,0.473684210526316,"2","1","0","0",1,1
"No insurance",62,"Female","Ewe",0,1,0,"0","1",110.209088765075,"1","1","1","1","0",0.473684210526316,0.473684210526316,0.473684210526316,"2","0","0","1",1,1
"Insurance",37,"Male","Ga Adangbe",0,0,1,"1","1",598.277910438977,"0","1","1","0","0",0,0,0,"2","1","0","0",0,1
"Insurance",31,"Female","Ewe",0,1,0,"0","1",173.185710916546,"0","1","0","0","0",0.526315789473684,0.526315789473684,0.526315789473684,"2","1","0","0",1,1
"No insurance",55,"Female","Ewe",0,1,0,"0","0",47.2324666136034,"0","1","1","0","0",0.789473684210526,0.789473684210526,0.736842105263158,"2","0","0","1",1,1
"Insurance",47,"Female","Other",0,0,0,"0","1",141.69739984081,"0","1","1","0","0",0.473684210526316,0.526315789473684,0.526315789473684,"2","1","0","0",1,1
"No insurance",57,"Female","Ewe",0,1,0,"0","0",0,"0","1","1","0","0",0.526315789473684,0.736842105263158,0.473684210526316,"2","0","0","1",1,1
"Insurance",56,"Female","Ga Adangbe",0,0,1,"0","1",346.371421833092,"0","1","1","0","0",0.526315789473684,0.736842105263158,0.526315789473684,"2","1","0","0",1,1
"No insurance",55,"Female","Ga Adangbe",0,0,1,"0","1",110.209088765075,"0","1","1","0","0",0.736842105263158,0.736842105263158,0.736842105263158,"2","0","0","1",1,1
"Insurance information",24,"Male","Ewe",0,1,0,"1","1",346.371421833092,"0","1","1","0","0",0.736842105263158,0.736842105263158,0.789473684210526,"2","0","1","0",0,1
"Insurance",62,"Female","Other",0,0,0,"0","0",173.185710916546,"0","1","1","0","0",0.526315789473684,0.526315789473684,0.578947368421053,"2","1","0","0",1,1
"No insurance",58,"Female","Ga Adangbe",0,0,1,"0","1",598.277910438977,"0","1","1","0","0",0.526315789473684,0.789473684210526,0.315789473684211,"2","0","0","1",1,1
"Insurance information",42,"Male","Ewe",0,1,0,"0","1",661.254532590448,"0","1","1","0","0",0.473684210526316,0.473684210526316,0.473684210526316,"2","0","1","0",0,1
"No insurance",27,"Male","Ga Adangbe",0,0,1,"0","1",173.185710916546,"0","1","1","0","0",0.0526315789473684,0.0526315789473684,0,"2","0","0","1",0,1
"Insurance",38,"Female","Ewe",0,1,0,"0","1",173.185710916546,"0","1","1","0","0",0.526315789473684,0.736842105263158,0.526315789473684,"2","1","0","0",1,1
"Insurance",62,"Male","Ga Adangbe",0,0,1,"0","1",47.2324666136034,"0","1","1","0","0",0.526315789473684,0.263157894736842,0.526315789473684,"2","1","0","0",0,1
"Insurance",28,"Female","Ga Adangbe",0,0,1,"0","1",78.7207776893391,"0","1","1","0","0",0.736842105263158,0.473684210526316,0.789473684210526,"2","1","0","0",1,1
"Insurance",32,"Male","Ga Adangbe",0,0,1,"0","1",409.348043984563,"0","1","1","0","0",0.473684210526316,0.473684210526316,0.473684210526316,"2","1","0","0",0,1
"Insurance",26,"Male","Ga Adangbe",0,0,1,"1","0",47.2324666136034,"1","1","0","0","0",0.473684210526316,0.473684210526316,0.473684210526316,"2","1","0","0",0,1
"Insurance",45,"Female","Ewe",0,1,0,"0","1",173.185710916546,"0","1","1","0","0",0.263157894736842,0.263157894736842,1,"2","1","0","0",1,1
"No insurance",27,"Female","Other",0,0,0,"0","0",70,"0","1","1","0","0",0.818181818181818,0.727272727272727,0.909090909090909,"1","0","0","1",1,0
"No insurance",NA,"Female","Ewe",0,1,0,"1","1",110,"0","1","0","0","0",0,0,0,"1","0","0","1",1,0
"No insurance",20,"Female","Ewe",0,1,0,"0","0",140,"0","1","0","0","0",0.454545454545455,0.454545454545455,0.545454545454545,"1","0","0","1",1,0
"No insurance",57,"Female","Akan",1,0,0,"0","1",700,"0","1","1","1","0",0.545454545454545,0.272727272727273,0.636363636363636,"1","0","0","1",1,0
"No insurance",24,"Female","Ewe",0,1,0,"1","1",425,"0","1","1","0","0",0.545454545454545,0.636363636363636,0.636363636363636,"1","0","0","1",1,0
"No insurance",61,"Female","Other",0,0,0,"0","0",220,"0","1","1","0","0",0.363636363636364,0.454545454545455,0.454545454545455,"1","0","0","1",1,0
"No insurance",36,"Female","Akan",1,0,0,"0","1",180,"0","1","1","0","0",0.545454545454545,0.545454545454545,0.454545454545455,"1","0","0","1",1,0
"No insurance",25,"Female","Akan",1,0,0,"1","0",175,"0","1","1","0","0",0.272727272727273,0.545454545454545,0.545454545454545,"1","0","0","1",1,0
"No insurance",28,"Male","Akan",1,0,0,"0","1",1100,"0","1","1","0","0",0.636363636363636,0.909090909090909,0.727272727272727,"1","0","0","1",0,0
"No insurance",24,"Male","Ewe",0,1,0,"0","0",175,"1","1","0","0","0",0.545454545454545,0.363636363636364,0.454545454545455,"1","0","0","1",0,0
"Insurance",NA,"Male",NA,NA,NA,NA,"1","0",175,"0","0","1","0","0",0.272727272727273,0.272727272727273,0.0909090909090909,"1","1","0","0",0,0
"Insurance",61,"Female","Ewe",0,1,0,"0","1",950,"0","1","1","1","0",0.0909090909090909,0,0.454545454545455,"1","1","0","0",1,0
"Insurance",36,"Male","Other",0,0,0,"0","1",175,"0","1","0","0","0",0,0.454545454545455,0.545454545454545,"1","1","0","0",0,0
"Insurance",26,"Female","Other",0,0,0,"0","0",175,"0","1","1","0","0",0.454545454545455,0.454545454545455,0.454545454545455,"1","1","0","0",1,0
"Insurance",23,"Female","Akan",1,0,0,"1","0",375,"1","1","1","0","0",1,1,1,"1","1","0","0",1,0
"Insurance",39,"Female","Akan",1,0,0,"0","1",380,"0","1","1","0","0",0.818181818181818,0.636363636363636,0.818181818181818,"1","1","0","0",1,0
"Insurance",52,"Female","Akan",1,0,0,"0","1",220,"0","1","1","0","0",0.181818181818182,0.454545454545455,0.363636363636364,"1","1","0","0",1,0
"Insurance",28,"Male","Other",0,0,0,"0","1",375,"1","1","1","0","0",0.454545454545455,0.363636363636364,0.454545454545455,"1","1","0","0",0,0
"Insurance",57,"Female","Ewe",0,1,0,"0","1",68,"0","1","1","1","0",0.454545454545455,0.545454545454545,0.636363636363636,"1","1","0","0",1,0
"Insurance",27,"Male","Akan",1,0,0,"1","0",475,"0","1","1","0","0",0.0909090909090909,0,0.0909090909090909,"1","1","0","0",0,0
"Insurance",29,"Male","Akan",1,0,0,"1","0",375,"0","0","0","0","0",0.363636363636364,0.636363636363636,0.727272727272727,"1","1","0","0",0,0
"Insurance",34,"Female","Ewe",0,1,0,"1","1",1050,"0","1","0","0","0",1,0,1,"1","1","0","0",1,0
"Insurance information",28,"Male","Akan",1,0,0,"1","1",340,"0","1","1","0","0",0.545454545454545,0.454545454545455,0.636363636363636,"1","0","1","0",0,0
"Insurance information",24,"Male","Akan",1,0,0,"1","0",425,"0","1","0","0","0",0.636363636363636,0.545454545454545,1,"1","0","1","0",0,0
"Insurance information",22,"Female","Akan",1,0,0,"0","0",68,"0","1","1","0","0",0.545454545454545,0.454545454545455,0.545454545454545,"1","0","1","0",1,0
"Insurance information",27,"Female","Ewe",0,1,0,"0","1",425,"0","1","1","0","0",1,1,1,"1","0","1","0",1,0
"Insurance information",71,"Female","Other",0,0,0,"0","0",375,"0","1","1","0","0",0.181818181818182,0.0909090909090909,0.909090909090909,"1","0","1","0",1,0
"Insurance information",54,"Female","Akan",1,0,0,"0","1",850,"0","1","1","0","0",0.545454545454545,1,1,"1","0","1","0",1,0
"Insurance information",28,"Female","Ewe",0,1,0,"0","1",425,"0","1","1","0","0",0.454545454545455,0.454545454545455,0.545454545454545,"1","0","1","0",1,0
"Insurance information",63,"Female","Akan",1,0,0,"0","1",380,"0","1","1","0","0",0.363636363636364,0,0.454545454545455,"1","0","1","0",1,0
"Insurance information",22,"Female","Ewe",0,1,0,"0","0",68,"0","1","1","0","0",0.454545454545455,0.181818181818182,0.454545454545455,"1","0","1","0",1,0
"Insurance",52,"Female","Akan",1,0,0,"0","1",500,"1","1","1","0","0",0.454545454545455,0.727272727272727,0.909090909090909,"1","1","0","0",1,0
"Insurance information",57,"Female","Akan",1,0,0,"0","1",850,"0","1","1","1","0",0.636363636363636,0.272727272727273,0.727272727272727,"1","0","1","0",1,0
"Insurance information",55,"Male","Other",0,0,0,"0","1",650,"0","1","1","0","0",0.272727272727273,0.272727272727273,0.454545454545455,"1","0","1","0",0,0
"Insurance information",39,"Male","Akan",1,0,0,"0","1",325,"0","1","1","1","0",0.545454545454545,0.545454545454545,0.636363636363636,"1","0","1","0",0,0
"Insurance information",20,"Female","Ewe",0,1,0,"0","0",30,"0","1","1","0","0",0.454545454545455,0.454545454545455,0.454545454545455,"1","0","1","0",1,0
"No insurance",49,"Male","Ewe",0,1,0,"1","1",850,"0","1","1","0","0",0.454545454545455,0.454545454545455,0.454545454545455,"1","0","0","1",0,0
"No insurance",40,"Male","Ga Adangbe",0,0,1,"0","1",550,"0","1","1","0","0",0.545454545454545,0.545454545454545,0.454545454545455,"1","0","0","1",0,0
"Insurance information",22,"Female","Ewe",0,1,0,"0","1",180,"0","1","0","0","0",0.545454545454545,0.636363636363636,0.727272727272727,"1","0","1","0",1,0
"Insurance information",22,"Female","Other",0,0,0,"0","1",175,"0","1","1","1","0",0.454545454545455,0.454545454545455,0.454545454545455,"1","0","1","0",1,0
"Insurance information",54,"Female","Ewe",0,1,0,"0","1",275,"1","1","1","0","0",0.636363636363636,0.181818181818182,0.272727272727273,"1","0","1","0",1,0
"Insurance information",24,"Female","Ewe",0,1,0,"0","0",110,"0","1","1","0","0",0.181818181818182,0.363636363636364,0.181818181818182,"1","0","1","0",1,0
"Insurance",20,"Male","Akan",1,0,0,"0","0",140,"0","1","1","0","0",1,0.818181818181818,0.818181818181818,"1","1","0","0",0,0
"Insurance",23,"Male","Akan",1,0,0,"0","1",380,"0","1","1","0","0",0.454545454545455,0.545454545454545,0.545454545454545,"1","1","0","0",0,0
"Insurance",71,"Female","Akan",1,0,0,"0","0",75,"0","1","1","0","0",0.545454545454545,0.545454545454545,0.545454545454545,"1","1","0","0",1,0
"Insurance",25,"Female","Other",0,0,0,"0","1",1100,"0","1","1","0","0",0.272727272727273,0.363636363636364,0.0909090909090909,"1","1","0","0",1,0
"Insurance",24,"Female","Ewe",0,1,0,"1","0",180,"1","1","1","0","0",0.545454545454545,0.545454545454545,0.545454545454545,"1","1","0","0",1,0
