"","X","treatment","age","gender","ethnicity","ethnicity_akan","ethnicity_ewe","ethnicity_ga","higheducation","employed","tmonthlyincome","log_tmonthlyincome","church_daily","church_weekly","pray_multiple","revival","wave","church_name_raw","church_name_grouped","Dchurch1","Dchurch2","Dchurch3","Dchurch4","Dchurch5","Dchurch6","Dchurch7","Dchurch8","Dchurch9","Dchurch10","choice_keep_church","choice_keep_thanks","choice_keep_street","Tinsurance","Tinsuranceinfo","Tnoinsurance","gender_fem_dummy","wave_2_dummy"
"224",224,"Insurance",19,"Female","Ewe",0,1,0,0,0,68,4.21950769424438,0,1,1,0,1,"AoG Sanctuary","AoG Sanctuary",0,0,1,0,0,0,0,0,0,0,0.818181818181818,0.545454545454545,0.636363636363636,1,0,0,1,0
"225",225,"Insurance",43,"Male","Akan",1,0,0,0,1,1050,6.95654535293579,0,1,1,0,1,"AoG Sanctuary","AoG Sanctuary",0,0,1,0,0,0,0,0,0,0,0.454545454545455,0.545454545454545,0.545454545454545,1,0,0,0,0
"226",226,"Insurance information",32,"Female","Ga Adangbe",0,0,1,0,1,180,5.19295692443848,0,1,1,0,1,"AoG Sanctuary","AoG Sanctuary",0,0,1,0,0,0,0,0,0,0,0.727272727272727,0.727272727272727,1,0,1,0,1,0
"227",227,"Insurance information",22,"Male","Akan",1,0,0,1,0,275,5.61677122116089,0,1,1,0,1,"AoG Sanctuary","AoG Sanctuary",0,0,1,0,0,0,0,0,0,0,0.454545454545455,0.545454545454545,0.727272727272727,0,1,0,0,0
"228",228,"Insurance information",48,"Female","Ga Adangbe",0,0,1,0,1,550,6.30991840362549,0,1,1,0,1,"AoG Sanctuary","AoG Sanctuary",0,0,1,0,0,0,0,0,0,0,0.545454545454545,0.454545454545455,0.545454545454545,0,1,0,1,0
"229",229,"Insurance information",54,"Female","Akan",1,0,0,1,1,550,6.30991840362549,0,1,1,0,1,"AoG Sanctuary","AoG Sanctuary",0,0,1,0,0,0,0,0,0,0,0.636363636363636,0.727272727272727,0.545454545454545,0,1,0,1,0
"230",230,"Insurance information",46,"Female","Ga Adangbe",0,0,1,0,1,500,6.21460819244385,0,1,1,0,1,"AoG Sanctuary","AoG Sanctuary",0,0,1,0,0,0,0,0,0,0,0.454545454545455,0.727272727272727,1,0,1,0,1,0
"231",231,"Insurance information",28,"Female","Ewe",0,1,0,0,1,900,6.80239486694336,0,1,1,0,1,"AoG Sanctuary","AoG Sanctuary",0,0,1,0,0,0,0,0,0,0,0.363636363636364,0.363636363636364,0.181818181818182,0,1,0,1,0
"232",232,"Insurance information",33,"Female","Akan",1,0,0,1,1,1050,6.95654535293579,0,1,1,0,1,"AoG Sanctuary","AoG Sanctuary",0,0,1,0,0,0,0,0,0,0,1,0.454545454545455,0.0909090909090909,0,1,0,1,0
"233",233,"Insurance information",24,"Male","Ga Adangbe",0,0,1,1,0,340,5.82894563674927,0,1,1,0,1,"AoG Sanctuary","AoG Sanctuary",0,0,1,0,0,0,0,0,0,0,0.636363636363636,0.636363636363636,0.545454545454545,0,1,0,0,0
"234",234,"Insurance information",27,"Female","Akan",1,0,0,1,0,325,5.78382539749146,0,1,1,0,1,"AoG Sanctuary","AoG Sanctuary",0,0,1,0,0,0,0,0,0,0,0.545454545454545,0.545454545454545,0.545454545454545,0,1,0,1,0
"235",235,"Insurance information",61,"Female","Ga Adangbe",0,0,1,0,1,68,4.21950769424438,0,1,1,0,1,"AoG Sanctuary","AoG Sanctuary",0,0,1,0,0,0,0,0,0,0,0.545454545454545,0.545454545454545,0.545454545454545,0,1,0,1,0
"236",236,"Insurance information",65,"Female","Ga Adangbe",0,0,1,0,0,1300,7.17011976242065,0,1,1,0,1,"AoG Sanctuary","AoG Sanctuary",0,0,1,0,0,0,0,0,0,0,0.454545454545455,0.454545454545455,1,0,1,0,1,0
"237",237,"Insurance information",NA,"Male","Akan",1,0,0,0,0,175,5.16478586196899,0,1,0,0,1,"AoG Sanctuary","AoG Sanctuary",0,0,1,0,0,0,0,0,0,0,0.545454545454545,0.454545454545455,0.454545454545455,0,1,0,0,0
"238",238,"Insurance information",21,"Female","Ga Adangbe",0,0,1,1,0,380,5.94017124176025,0,1,1,0,1,"AoG Sanctuary","AoG Sanctuary",0,0,1,0,0,0,0,0,0,0,0.545454545454545,0.545454545454545,0.454545454545455,0,1,0,1,0
"239",239,"Insurance information",23,"Female","Ga Adangbe",0,0,1,0,1,175,5.16478586196899,0,1,1,0,1,"AoG Sanctuary","AoG Sanctuary",0,0,1,0,0,0,0,0,0,0,0.272727272727273,0.272727272727273,0.454545454545455,0,1,0,1,0
"240",240,"Insurance information",21,"Female","Akan",1,0,0,0,0,260,5.56068181991577,0,1,1,0,1,"AoG Sanctuary","AoG Sanctuary",0,0,1,0,0,0,0,0,0,0,0.454545454545455,0.545454545454545,0.454545454545455,0,1,0,1,0
"241",241,"Insurance information",46,"Female","Ga Adangbe",0,0,1,0,0,47.2324666136034,3.85508150811289,0,1,1,0,2,"AoG Central","AoG Central",0,0,0,1,0,0,0,0,0,0,0.368421052631579,0.368421052631579,0.210526315789474,0,1,0,1,1
"242",242,"Insurance",24,"Male","Ewe",0,1,0,0,1,141.69739984081,4.953693796781,0,1,1,0,2,"AoG Central","AoG Central",0,0,0,1,0,0,0,0,0,0,0.736842105263158,0.368421052631579,0.473684210526316,1,0,0,0,1
"243",243,"Insurance",62,"Female","Ewe",0,1,0,0,1,204.674021992282,5.32141857690631,0,1,1,0,2,"AoG Central","AoG Central",0,0,0,1,0,0,0,0,0,0,0.526315789473684,0.526315789473684,0.526315789473684,1,0,0,1,1
"244",244,"Insurance",33,"Male","Ewe",0,1,0,0,0,141.69739984081,4.953693796781,0,1,1,0,2,"AoG Central","AoG Central",0,0,0,1,0,0,0,0,0,0,0.736842105263158,0.842105263157895,0.736842105263158,1,0,0,0,1
"245",245,"Insurance information",50,"Female","Ewe",0,1,0,0,1,661.254532590448,6.49413883772814,0,1,1,0,2,"AoG Central","AoG Central",0,0,0,1,0,0,0,0,0,0,0.263157894736842,0.473684210526316,0,0,1,0,1,1
"246",246,"Insurance",47,"Male","Ewe",0,1,0,0,1,346.371421833092,5.84751167280309,0,1,1,0,2,"AoG Central","AoG Central",0,0,0,1,0,0,0,0,0,0,0.578947368421053,0.578947368421053,0.526315789473684,1,0,0,0,1
"247",247,"Insurance information",54,"Female","Ga Adangbe",0,0,1,0,1,346.371421833092,5.84751167280309,0,1,1,0,2,"AoG Central","AoG Central",0,0,0,1,0,0,0,0,0,0,0.263157894736842,0.473684210526316,0.789473684210526,0,1,0,1,1
"248",248,"Insurance information",49,"Female","Ewe",0,1,0,0,1,535.301288287506,6.28282974406094,0,1,1,0,2,"AoG Central","AoG Central",0,0,0,1,0,0,0,0,0,0,0.368421052631579,0.368421052631579,0.368421052631579,0,1,0,1,1
"249",249,"Insurance",62,"Female","Akan",1,0,0,0,1,346.371421833092,5.84751167280309,0,1,1,0,2,"AoG Central","AoG Central",0,0,0,1,0,0,0,0,0,0,0.684210526315789,0.631578947368421,0.684210526315789,1,0,0,1,1
"250",250,"Insurance information",38,"Male","Ewe",0,1,0,1,1,661.254532590448,6.49413883772814,0,1,1,0,2,"AoG Central","AoG Central",0,0,0,1,0,0,0,0,0,0,0.736842105263158,0.736842105263158,0.736842105263158,0,1,0,0,1
"251",251,"Insurance",52,"Female","Ga Adangbe",0,0,1,0,1,236.162333068017,5.46451942054699,0,1,0,0,2,"AoG Central","AoG Central",0,0,0,1,0,0,0,0,0,0,0.473684210526316,0.473684210526316,0.473684210526316,1,0,0,1,1
"252",252,"Insurance",39,"Female","Ewe",0,1,0,0,1,15.7441555378678,2.75646921944478,0,1,0,0,2,"AoG Central","AoG Central",0,0,0,1,0,0,0,0,0,0,0.631578947368421,0.526315789473684,0.526315789473684,1,0,0,1,1
"253",253,"Insurance",39,"Female","Ewe",0,1,0,0,1,236.162333068017,5.46451942054699,0,1,1,0,2,"AoG Central","AoG Central",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
"254",254,"Insurance information",54,"Female","Ewe",0,1,0,0,1,267.650644143753,5.58968256350099,0,1,1,0,2,"AoG Central","AoG Central",0,0,0,1,0,0,0,0,0,0,0.736842105263158,0.736842105263158,0.736842105263158,0,1,0,1,1
"255",255,"Insurance information",56,"Female","Akan",1,0,0,0,1,598.277910438977,6.39405537917116,0,1,1,0,2,"AoG Central","AoG Central",0,0,0,1,0,0,0,0,0,0,0.526315789473684,0.526315789473684,0.473684210526316,0,1,0,1,1
"256",256,"Insurance",23,"Male","Akan",1,0,0,0,1,204.674021992282,5.32141857690631,0,1,1,0,2,"AoG Central","AoG Central",0,0,0,1,0,0,0,0,0,0,0.473684210526316,0.368421052631579,0.421052631578947,1,0,0,0,1
"257",257,"Insurance",54,"Female","Akan",1,0,0,0,1,267.650644143753,5.58968256350099,0,1,1,0,2,"AoG Central","AoG Central",0,0,0,1,0,0,0,0,0,0,0.526315789473684,0.526315789473684,0.526315789473684,1,0,0,1,1
"258",258,"Insurance",36,"Female","Ewe",0,1,0,0,0,141.69739984081,4.953693796781,0,1,1,0,2,"AoG Central","AoG Central",0,0,0,1,0,0,0,0,0,0,0.526315789473684,0.473684210526316,0.473684210526316,1,0,0,1,1
"259",259,"Insurance",74,"Male","Ewe",0,1,0,0,0,267.650644143753,5.58968256350099,0,1,1,0,2,"AoG Central","AoG Central",0,0,0,1,0,0,0,0,0,0,0.736842105263158,0.736842105263158,0.736842105263158,1,0,0,0,1
"260",260,"Insurance",23,"Male","Akan",1,0,0,0,0,47.2324666136034,3.85508150811289,0,1,0,0,2,"AoG Central","AoG Central",0,0,0,1,0,0,0,0,0,0,0.631578947368421,0.736842105263158,0.526315789473684,1,0,0,0,1
"261",261,"Insurance",60,"Male","Akan",1,0,0,0,1,236.162333068017,5.46451942054699,0,1,1,0,2,"AoG Central","AoG Central",0,0,0,1,0,0,0,0,0,0,0.526315789473684,0.736842105263158,0.526315789473684,1,0,0,0,1
"262",262,"Insurance information",23,"Male","Ewe",0,1,0,0,1,299.138955219488,5.70090819861122,0,1,1,0,2,"AoG Central","AoG Central",0,0,0,1,0,0,0,0,0,0,0.473684210526316,0.526315789473684,0.263157894736842,0,1,0,0,1
"263",263,"Insurance",66,"Female","Ewe",0,1,0,0,0,141.69739984081,4.953693796781,0,1,1,0,2,"AoG Central","AoG Central",0,0,0,1,0,0,0,0,0,0,0.473684210526316,0.736842105263158,0.684210526315789,1,0,0,1,1
"264",264,"Insurance",60,"Female","Ewe",0,1,0,1,0,15.7441555378678,2.75646921944478,0,1,1,0,2,"AoG Central","AoG Central",0,0,0,1,0,0,0,0,0,0,0.526315789473684,0.526315789473684,0.473684210526316,1,0,0,1,1
"265",265,"Insurance",45,"Male","Ga Adangbe",0,0,1,1,1,661.254532590448,6.49413883772814,0,1,1,0,2,"AoG Central","AoG Central",0,0,0,1,0,0,0,0,0,0,0.526315789473684,0.473684210526316,0.421052631578947,1,0,0,0,1
"266",266,"Insurance",58,"Female","Ewe",0,1,0,0,1,47.2324666136034,3.85508150811289,0,1,1,0,2,"AoG Central","AoG Central",0,0,0,1,0,0,0,0,0,0,0.526315789473684,0.631578947368421,0.526315789473684,1,0,0,1,1
"267",267,"Insurance",26,"Female","Akan",1,0,0,0,0,110.209088765075,4.70237936850009,0,1,1,0,2,"AoG Central","AoG Central",0,0,0,1,0,0,0,0,0,0,0.315789473684211,0.210526315789474,0.263157894736842,1,0,0,1,1
"268",268,"Insurance",25,"Female","Ga Adangbe",0,0,1,0,1,346.371421833092,5.84751167280309,0,1,1,0,2,"AoG Central","AoG Central",0,0,0,1,0,0,0,0,0,0,0.473684210526316,0.473684210526316,0.473684210526316,1,0,0,1,1
"269",269,"Insurance information",35,"Male","Akan",1,0,0,0,1,47.2324666136034,3.85508150811289,0,1,1,0,2,"AoG Central","AoG Central",0,0,0,1,0,0,0,0,0,0,0.473684210526316,0.210526315789474,0.105263157894737,0,1,0,0,1
"270",270,"Insurance information",51,"Male","Ewe",0,1,0,0,1,661.254532590448,6.49413883772814,0,1,1,0,2,"AoG Central","AoG Central",0,0,0,1,0,0,0,0,0,0,0.789473684210526,0.789473684210526,0.631578947368421,0,1,0,0,1
"271",271,"Insurance",54,"Female","Akan",1,0,0,0,0,346.371421833092,5.84751167280309,0,1,1,0,2,"AoG Central","AoG Central",0,0,0,1,0,0,0,0,0,0,0.526315789473684,0.526315789473684,0.473684210526316,1,0,0,1,1
"272",272,"Insurance",37,"Male","Ga Adangbe",0,0,1,1,1,598.277910438977,6.39405537917116,0,1,1,0,2,"AoG Central","AoG Central",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"273",273,"Insurance",31,"Female","Ewe",0,1,0,0,1,173.185710916546,5.15436449224315,0,1,0,0,2,"AoG Central","AoG Central",0,0,0,1,0,0,0,0,0,0,0.526315789473684,0.526315789473684,0.526315789473684,1,0,0,1,1
"274",274,"Insurance",47,"Female","Other",0,0,0,0,1,141.69739984081,4.953693796781,0,1,1,0,2,"AoG Central","AoG Central",0,0,0,1,0,0,0,0,0,0,0.473684210526316,0.526315789473684,0.526315789473684,1,0,0,1,1
"275",275,"Insurance",56,"Female","Ga Adangbe",0,0,1,0,1,346.371421833092,5.84751167280309,0,1,1,0,2,"AoG Central","AoG Central",0,0,0,1,0,0,0,0,0,0,0.526315789473684,0.736842105263158,0.526315789473684,1,0,0,1,1
"276",276,"Insurance information",24,"Male","Ewe",0,1,0,1,1,346.371421833092,5.84751167280309,0,1,1,0,2,"AoG Central","AoG Central",0,0,0,1,0,0,0,0,0,0,0.736842105263158,0.736842105263158,0.789473684210526,0,1,0,0,1
"277",277,"Insurance",62,"Female","Other",0,0,0,0,0,173.185710916546,5.15436449224315,0,1,1,0,2,"AoG Central","AoG Central",0,0,0,1,0,0,0,0,0,0,0.526315789473684,0.526315789473684,0.578947368421053,1,0,0,1,1
"278",278,"Insurance information",42,"Male","Ewe",0,1,0,0,1,661.254532590448,6.49413883772814,0,1,1,0,2,"AoG Central","AoG Central",0,0,0,1,0,0,0,0,0,0,0.473684210526316,0.473684210526316,0.473684210526316,0,1,0,0,1
"279",279,"Insurance",38,"Female","Ewe",0,1,0,0,1,173.185710916546,5.15436449224315,0,1,1,0,2,"AoG Central","AoG Central",0,0,0,1,0,0,0,0,0,0,0.526315789473684,0.736842105263158,0.526315789473684,1,0,0,1,1
"280",280,"Insurance",62,"Male","Ga Adangbe",0,0,1,0,1,47.2324666136034,3.85508150811289,0,1,1,0,2,"AoG Central","AoG Central",0,0,0,1,0,0,0,0,0,0,0.526315789473684,0.263157894736842,0.526315789473684,1,0,0,0,1
"281",281,"Insurance",28,"Female","Ga Adangbe",0,0,1,0,1,78.7207776893391,4.36590713187888,0,1,1,0,2,"AoG Central","AoG Central",0,0,0,1,0,0,0,0,0,0,0.736842105263158,0.473684210526316,0.789473684210526,1,0,0,1,1
"282",282,"Insurance",32,"Male","Ga Adangbe",0,0,1,0,1,409.348043984563,6.01456575746626,0,1,1,0,2,"AoG Central","AoG Central",0,0,0,1,0,0,0,0,0,0,0.473684210526316,0.473684210526316,0.473684210526316,1,0,0,0,1
"283",283,"Insurance",26,"Male","Ga Adangbe",0,0,1,1,0,47.2324666136034,3.85508150811289,1,1,0,0,2,"AoG Central","AoG Central",0,0,0,1,0,0,0,0,0,0,0.473684210526316,0.473684210526316,0.473684210526316,1,0,0,0,1
"284",284,"Insurance",45,"Female","Ewe",0,1,0,0,1,173.185710916546,5.15436449224315,0,1,1,0,2,"AoG Central","AoG Central",0,0,0,1,0,0,0,0,0,0,0.263157894736842,0.263157894736842,1,1,0,0,1,1
"285",285,"Insurance",NA,"Male",NA,NA,NA,NA,1,0,175,5.16478586196899,0,0,1,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,0.272727272727273,0.272727272727273,0.0909090909090909,1,0,0,0,0
"286",286,"Insurance",61,"Female","Ewe",0,1,0,0,1,950,6.85646200180054,0,1,1,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,0.0909090909090909,0,0.454545454545455,1,0,0,1,0
"287",287,"Insurance",36,"Male","Other",0,0,0,0,1,175,5.16478586196899,0,1,0,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,0,0.454545454545455,0.545454545454545,1,0,0,0,0
"288",288,"Insurance",26,"Female","Other",0,0,0,0,0,175,5.16478586196899,0,1,1,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,0.454545454545455,0.454545454545455,0.454545454545455,1,0,0,1,0
"289",289,"Insurance",23,"Female","Akan",1,0,0,1,0,375,5.92692613601685,1,1,1,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0
"290",290,"Insurance",39,"Female","Akan",1,0,0,0,1,380,5.94017124176025,0,1,1,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,0.818181818181818,0.636363636363636,0.818181818181818,1,0,0,1,0
"291",291,"Insurance",52,"Female","Akan",1,0,0,0,1,220,5.39362764358521,0,1,1,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,0.181818181818182,0.454545454545455,0.363636363636364,1,0,0,1,0
"292",292,"Insurance",28,"Male","Other",0,0,0,0,1,375,5.92692613601685,1,1,1,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,0.454545454545455,0.363636363636364,0.454545454545455,1,0,0,0,0
"293",293,"Insurance",57,"Female","Ewe",0,1,0,0,1,68,4.21950769424438,0,1,1,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,0.454545454545455,0.545454545454545,0.636363636363636,1,0,0,1,0
"294",294,"Insurance",27,"Male","Akan",1,0,0,1,0,475,6.16331481933594,0,1,1,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,0.0909090909090909,0,0.0909090909090909,1,0,0,0,0
"295",295,"Insurance",29,"Male","Akan",1,0,0,1,0,375,5.92692613601685,0,0,0,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,0.363636363636364,0.636363636363636,0.727272727272727,1,0,0,0,0
"296",296,"Insurance",34,"Female","Ewe",0,1,0,1,1,1050,6.95654535293579,0,1,0,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0
"297",297,"Insurance information",28,"Male","Akan",1,0,0,1,1,340,5.82894563674927,0,1,1,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,0.545454545454545,0.454545454545455,0.636363636363636,0,1,0,0,0
"298",298,"Insurance information",24,"Male","Akan",1,0,0,1,0,425,6.05208921432495,0,1,0,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,0.636363636363636,0.545454545454545,1,0,1,0,0,0
"299",299,"Insurance information",22,"Female","Akan",1,0,0,0,0,68,4.21950769424438,0,1,1,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,0.545454545454545,0.454545454545455,0.545454545454545,0,1,0,1,0
"300",300,"Insurance information",27,"Female","Ewe",0,1,0,0,1,425,6.05208921432495,0,1,1,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0
"301",301,"Insurance information",71,"Female","Other",0,0,0,0,0,375,5.92692613601685,0,1,1,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,0.181818181818182,0.0909090909090909,0.909090909090909,0,1,0,1,0
"302",302,"Insurance information",54,"Female","Akan",1,0,0,0,1,850,6.74523639678955,0,1,1,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,0.545454545454545,1,1,0,1,0,1,0
"303",303,"Insurance information",28,"Female","Ewe",0,1,0,0,1,425,6.05208921432495,0,1,1,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,0.454545454545455,0.454545454545455,0.545454545454545,0,1,0,1,0
"304",304,"Insurance information",63,"Female","Akan",1,0,0,0,1,380,5.94017124176025,0,1,1,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,0.363636363636364,0,0.454545454545455,0,1,0,1,0
"305",305,"Insurance information",22,"Female","Ewe",0,1,0,0,0,68,4.21950769424438,0,1,1,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,0.454545454545455,0.181818181818182,0.454545454545455,0,1,0,1,0
"306",306,"Insurance",52,"Female","Akan",1,0,0,0,1,500,6.21460819244385,1,1,1,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,0.454545454545455,0.727272727272727,0.909090909090909,1,0,0,1,0
"307",307,"Insurance information",57,"Female","Akan",1,0,0,0,1,850,6.74523639678955,0,1,1,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,0.636363636363636,0.272727272727273,0.727272727272727,0,1,0,1,0
"308",308,"Insurance information",55,"Male","Other",0,0,0,0,1,650,6.47697257995605,0,1,1,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,0.272727272727273,0.272727272727273,0.454545454545455,0,1,0,0,0
"309",309,"Insurance information",39,"Male","Akan",1,0,0,0,1,325,5.78382539749146,0,1,1,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,0.545454545454545,0.545454545454545,0.636363636363636,0,1,0,0,0
"310",310,"Insurance information",20,"Female","Ewe",0,1,0,0,0,30,3.40119743347168,0,1,1,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,0.454545454545455,0.454545454545455,0.454545454545455,0,1,0,1,0
"311",311,"Insurance information",22,"Female","Ewe",0,1,0,0,1,180,5.19295692443848,0,1,0,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,0.545454545454545,0.636363636363636,0.727272727272727,0,1,0,1,0
"312",312,"Insurance information",22,"Female","Other",0,0,0,0,1,175,5.16478586196899,0,1,1,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,0.454545454545455,0.454545454545455,0.454545454545455,0,1,0,1,0
"313",313,"Insurance information",54,"Female","Ewe",0,1,0,0,1,275,5.61677122116089,1,1,1,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,0.636363636363636,0.181818181818182,0.272727272727273,0,1,0,1,0
"314",314,"Insurance information",24,"Female","Ewe",0,1,0,0,0,110,4.70048046112061,0,1,1,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,0.181818181818182,0.363636363636364,0.181818181818182,0,1,0,1,0
"315",315,"Insurance",20,"Male","Akan",1,0,0,0,0,140,4.94164228439331,0,1,1,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,1,0.818181818181818,0.818181818181818,1,0,0,0,0
"316",316,"Insurance",23,"Male","Akan",1,0,0,0,1,380,5.94017124176025,0,1,1,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,0.454545454545455,0.545454545454545,0.545454545454545,1,0,0,0,0
"317",317,"Insurance",71,"Female","Akan",1,0,0,0,0,75,4.31748819351196,0,1,1,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,0.545454545454545,0.545454545454545,0.545454545454545,1,0,0,1,0
"318",318,"Insurance",25,"Female","Other",0,0,0,0,1,1100,7.00306558609009,0,1,1,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,0.272727272727273,0.363636363636364,0.0909090909090909,1,0,0,1,0
"319",319,"Insurance",24,"Female","Ewe",0,1,0,1,0,180,5.19295692443848,1,1,1,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,0.545454545454545,0.545454545454545,0.545454545454545,1,0,0,1,0
"320",320,"Insurance",26,"Female","Akan",1,0,0,0,1,1300,7.17011976242065,0,1,1,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0
"321",321,"Insurance",69,"Female","Akan",1,0,0,0,1,300,5.70378255844116,1,1,1,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,0.545454545454545,0.545454545454545,0.545454545454545,1,0,0,1,0
"322",322,"Insurance",26,"Female","Other",0,0,0,1,0,68,4.21950769424438,0,1,1,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,0.363636363636364,0.363636363636364,0.454545454545455,1,0,0,1,0
"323",323,"Insurance",47,"Female","Other",0,0,0,1,1,950,6.85646200180054,0,1,1,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0
"324",324,"Insurance",NA,"Female","Ewe",0,1,0,0,0,68,4.21950769424438,0,1,1,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,0.545454545454545,0.454545454545455,0.454545454545455,1,0,0,1,0
"325",325,"Insurance",64,"Female","Akan",1,0,0,0,0,68,4.21950769424438,0,1,1,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,0.363636363636364,0.363636363636364,0.363636363636364,1,0,0,1,0
"326",326,"Insurance",47,"Female","Akan",1,0,0,0,1,175,5.16478586196899,0,1,1,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,0.454545454545455,0.454545454545455,0.545454545454545,1,0,0,1,0
"327",327,"Insurance",31,"Female","Ewe",0,1,0,0,1,75,4.31748819351196,0,1,1,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,0.545454545454545,0.545454545454545,0.545454545454545,1,0,0,1,0
"328",328,"Insurance",41,"Female","Ewe",0,1,0,0,1,220,5.39362764358521,0,1,1,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
"329",329,"Insurance",46,"Female","Ewe",0,1,0,0,0,325,5.78382539749146,0,1,1,0,1,"AoG Liberty Centre","AoG Liberty Centre",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
"330",330,"Insurance information",30,"Male","Akan",1,0,0,0,1,275,5.61677122116089,0,1,1,0,1,"AoG Faith Chapel","AoG Faith Chapel",0,0,0,0,0,1,0,0,0,0,0.0909090909090909,0.0909090909090909,0.454545454545455,0,1,0,0,0
"331",331,"Insurance information",27,"Female","Other",0,0,0,1,0,68,4.21950769424438,0,1,1,0,1,"AoG Faith Chapel","AoG Faith Chapel",0,0,0,0,0,1,0,0,0,0,0.454545454545455,0.454545454545455,0.545454545454545,0,1,0,1,0
"332",332,"Insurance information",31,"Female","Akan",1,0,0,1,0,950,6.85646200180054,0,1,1,0,1,"AoG Faith Chapel","AoG Faith Chapel",0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
"333",333,"Insurance information",31,"Male","Akan",1,0,0,1,1,550,6.30991840362549,0,0,1,0,1,"AoG Faith Chapel","AoG Faith Chapel",0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
