"pcode","session","treatment","age","gender","activity","birthplace","accra","married","ethnicity","education","left_ghana","left_ghana_location","work_status","work_sector","income_source","income_individual","income_household","financial_decisions","care_number_minor","care_live_minor","care_number_adult","care_live_adult","care_number_elderly_parent","care_live_elderly_parent","care_number_other_family","care_live_other_family","food_weekly","transport_weekly","weekly_expense_sickness","weekly_expense_social_contributions","weekly_expense_microfinance","weekly_expense_utilities","business_investment","business_ownership","business_length","business_employees","religion","religion_birth","denomination_other","different_church","church_assistance","church_attendance","ministry_hours_ushering","ministry_hours_children","ministry_hours_choir","ministry_hours_prayer","ministry_hours_women_men","ministry_hours_youth","ministry_hours_outreach","ministry_hours_deaconess","ministry_hours_protocol","ministry_hours_pastoring","ministry_hours_home_fellowship","church_length","church_distance","church_move","church_convince","pray","food","alcohol","alcohol_reasons","family_death","spiritual_attack","church_giving","tithes","church_debt","charity","god_finances","close_friends","coworkers","business_partners","prayercamp","clubs","political_taxes","spouse","trust_ghana","trust_ghana_govt","nih","nih_reason","other_insurance","other_insurance_specify","number_churches","last_church_attend","was_last_church_revival","event_donation","next_church_attend","next_revival","influence","enum_help","n_in_session","date","revival_assignment_raw","timesurvey","weekday","experiment_date","enum","enum_gender","enum_foreign","desk","population","revival","church_revival_start","church_revival_end","revival_church","date_experiment_date","was_revival_church_had_revival","was_revival","revival_compliance_type","revival_assignment","Tinsurance","Tnoinsurance","Tinsuranceinfo","church_code","higheducation","employed","ethnicity_akan","ethnicity_ewe","ethnicity_ga","ethnicity_other","married_d","church_weekly","church_daily","church_sevweekly","pray_multiple","any_insurance","tmonthlyincome","log_tmonthlyincome","tweeklyincome","wave","church_reasons_teaching","church_reasons_moral_guidance","church_reasons_atmosphere","church_reasons_friends","church_reasons_welcoming_members","church_reasons_interesting_congregation","church_reasons_marriage_partner","church_reasons_close_to_home","church_reasons_comfortable_facilities","newborn_traditional","newborn_church_blessing","newborn_baptism","newborn_outdooring","newborn_nothing","church_convince_preaching_in_church","church_convince_preaching_outside_church","church_convince_inviting","church_convince_distributing_material","church_convince_public_speaking","church_convince_prayer","help_financial_no_one","help_financial_government_or_ngo","help_financial_friends","help_financial_family","help_financial_imam","help_financial_work_superior","help_financial_bank","help_financial_other","help_family_no_one","help_family_government_or_ngo","help_family_friends","help_family_family","help_family_pastor","help_family_imam","help_family_church_member","help_family_work_superior","help_family_medical_professional","help_family_bank","help_family_other","help_health_no_one","help_health_government_or_ngo","help_health_friends","help_health_family","help_health_pastor","help_health_imam","help_health_church_member","help_health_work_superior","help_health_medical_professional","help_health_bank","help_health_other","help_financial_church_community","ministry_hours","high_ministry","choice_church_thanks","choice_church_street","choice_keep_church","choice_keep_thanks","choice_church_churchnamed","choice_churchnamed_thanks","choice_churchnamed_street","choice_street_thanks","choice_keep_churchnamed","choice_keep_street","work_status_other","work_sector_other","income_source_other","income_month_household","financial_decision_other","care_number_other_family_care","care_live_other_family_care","religion_other","church_reasons_other","church_reasons_other_details","clothing","newborn_5","newborn_other","family_death_other","help_family_other_details","help_financial_other_details","help_health_government_hospital","help_health_traditional_healer","help_health_other_details","political_affiliation","spouse_other","day","monthlyincome","market_help_3","decision_time","insurance","datetime","time","subjectidx","muslim","share","percent","high_giving","revival_Tinsurance","revival_Tnoinsurance","insurance_high","noinsurance_high","ethnicity_other_details","church_n_nonrevival","Dchurch1","Dchurch2","Dchurch3","Dchurch4","Dchurch5","Dchurch6","Dchurch7","Dchurch8","Dchurch9","Dchurch10","Dchurch20","Dchurch21","Dchurch30","church_name_raw","church_name_grouped","denomination_market","wave_endowment","wave_exchange_to_2019","cedi2019_choice_church_thanks","cedi2019_choice_church_street","cedi2019_choice_keep_church","cedi2019_choice_keep_thanks","cedi2019_choice_church_churchnamed","cedi2019_choice_churchnamed_thanks","cedi2019_choice_churchnamed_street","cedi2019_choice_street_thanks","cedi2019_choice_keep_churchnamed","cedi2019_choice_keep_street","giving_share","giving_quartile","high_giver","high_giver_church","high_giver_wave","church_ministry_children","church_ministry_choir","church_ministry_prayer","church_ministry_outreach","church_ministry_home_fellowship","church_ministry_all_ages","church_ministry_ushering_and_protocol","church_ministry_pastoring_or_deacon","ministry_count","changed_food_drink_religious","last_church_weekday","changed_church","always_church","gets_family_help_from_church","business_with_church","makes_friends_in_church","travels_more_than_hour","took_debt_for_church","moved_for_church","newborn_blessing_in_church","attended_prayercamp","believes_god_involved_in_finances","many_ministries","tries_to_convince_others","believes_spiritual_attack","charity_more_important","charity_less_important","received_assistance","is_married","has_nih","has_other_insurance","use_church_spiritually","use_church_financially","use_church_socially","costly_behaviour","use_church_network"
"menv61ug",108,"Insurance information",51,"Female","Other","Rural Ghana","More than 10 years","Married","Ewe","Primary","No","","Self-employed","Services","Entrepreneur","100 to 150","450 to 500","Spouse","More than 5","3 people","2 people","0 people","0 people","0 people","3 people","3 people","More than 120","More than 120","More than 120","0","0","More than 120","0","Yes","More than 10 years","0 employees","Pentecostal or charismatic Christian","No","Maranatha Assemblies of God","Yes, I changed more than 5 years ago","Yes","More than once per week",NA,NA,NA,1,5,NA,NA,NA,NA,NA,1,"1 to 3 hours","Less than 30 minutes","No","['1', '2']","Multiple times per day","No","No","No","Illness","No",44.0836355060299,"Yes","No","No, charity is more important","God provides enough that I do not suffer","Yes, I try to seek people from my church but it is not so important","Yes, I try to only seek work with people from my church","Yes, I try to do business with people from my church but it is not so important","No","No other club","I prefer to give money directly to my church","Through work","People can usually be trusted","I mostly mistrust the government","Yes","","No","",2,"Wednesday","No","Yes","Thursday","No","Yes","Yes",6,"2019-05-15","The person was not assigned to any session this week",1402,"Wednesday",150519,33,0,0,NA,"church",0,"2019-05-27","2019-05-31",TRUE,"2019-05-15",FALSE,FALSE,"showed_up",NA,0,0,1,10,0,1,0,1,0,FALSE,1,1,0,1,1,1,78.7207776893391,4.36590713187888,19.6801944223348,2,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,7,1,0.526315789473684,0.473684210526316,0.526315789473684,0.736842105263158,0.526315789473684,0.526315789473684,0.473684210526316,0.526315789473684,0.473684210526316,0.473684210526316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0,0,0,0,0,0,0,0,0,1,0,0,0,"AoG Crossway","AoG Crossway","Maranatha Assemblies of God",19,1,10,9,10,14,10,10,9,10,9,9,0.56,4,1,1,1,0,0,1,0,0,1,0,0,2,0,TRUE,1,0,1,1,FALSE,0,0,0,1,0,1,0,TRUE,0,1,0,1,1,1,0,0.829733966215544,1,0.379696023500278,0.232906253432754,0.602982340490683
"mxfkwg4r",140,"Insurance",42,"Female","Other","Rural Ghana","More than 10 years","Married","Akan","JHSS","No","N/A","Self-employed","Manufacturing or construction","Entrepreneur","100 to 150","800 to 900","Spouse","2 people","2 people","0 people","0 people","2 people","0 people","0 people","0 people","More than 120","40 to 50","More than 120","15 to 20","60 to 70","25 to 30","0","Yes","3 to 10 years","1 employees","Pentecostal or charismatic Christian","Yes","Crossway Assemblies of God","Yes, I changed more than 5 years ago","No","More than once per week",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,"1 to 3 hours","Less than 30 minutes","Yes","['0', '1', '2', '5']","Multiple times per day","No","No","Yes","Illness","No",29.9138955219488,"Yes","Yes","No, charity is less important","God provides enough that I do not suffer","Yes, I try to only make friends with people from my church","Yes, I try to only seek work with people from my church","Yes, I only work or do business with people from my church","No","N/A","I prefer to give money directly to my church","Through work","You always cannot be too careful dealing with people","I always mistrust the government","Yes","","No","",2,"Wednesday","No","Yes","Wednesday","Yes","Yes","Yes",6,"2019-05-29","The person was not assigned to any session this week",1231,"Wednesday",290519,28,0,0,NA,"church",1,"2019-05-27","2019-05-31",TRUE,"2019-05-29",TRUE,TRUE,"showed_up",NA,1,0,0,10,0,1,1,0,0,FALSE,1,1,0,1,1,1,78.7207776893391,4.36590713187888,19.6801944223348,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0.526315789473684,0.526315789473684,0.473684210526316,0.526315789473684,0.473684210526316,0.526315789473684,0.526315789473684,0.526315789473684,0.473684210526316,0.526315789473684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0,0,0,0,0,0,0,0,0,1,0,0,0,"AoG Crossway","AoG Crossway","Crossway Assemblies of God",19,1,10,10,9,10,9,10,10,10,9,10,0.38,4,1,1,1,0,0,0,0,1,1,0,0,2,1,TRUE,1,0,1,1,TRUE,0,1,1,1,0,1,0,TRUE,0,0,1,0,1,1,0,0.829733966215544,0.272805478348318,0.339894544078642,0.720923903976965,0.27898951437802
"nqnoqgyd",144,"Insurance",46,"Female","Other","Urban Ghana","More than 10 years","Divorced","Akan","SHS","No","","Self-employed","Services","Entrepreneur","More than 1000","More than 1000","Me","4 people","4 people","0 people","0 people","0 people","0 people","0 people","0 people","More than 120","30 to 35","0","Less than 5","0","20 to 25","300 to 350","Yes","More than 10 years","0 employees","Pentecostal or charismatic Christian","No","Crossway Assemblies of God","Yes, I changed more than 5 years ago","No","More than once per week",NA,NA,1,1,NA,NA,1,NA,NA,NA,1,"1 to 3 hours","Less than 30 minutes","No","['1', '2', '3', '5']","Multiple times per day","No","No","No","Illness","No",20.4674021992282,"Yes","Yes","Yes, they are equally important","God blesses me with financial abundance","No, it is not important at all","No, it is not important at all","No, it is not important at all","No","None","I prefer to give money directly to my church","Through family","People can usually be trusted","I always trust the government","No","","No","",2,"Sunday","Yes","Yes","Thursday","Yes","Yes","Yes",5,"2019-05-30","The person was not assigned to any session this week",1505,"Thursday",300519,30,0,0,NA,"church",1,"2019-05-27","2019-05-31",TRUE,"2019-05-30",TRUE,TRUE,"showed_up",NA,1,0,0,10,0,1,1,0,0,FALSE,0,1,0,1,1,0,661.254532590448,6.49413883772814,165.313633147612,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0.526315789473684,0.526315789473684,0.789473684210526,0.789473684210526,0.526315789473684,0.526315789473684,0.526315789473684,0.526315789473684,0.789473684210526,0.789473684210526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0,0,0,0,0,0,0,0,0,1,0,0,0,"AoG Crossway","AoG Crossway","Crossway Assemblies of God",19,1,10,10,15,15,10,10,10,10,15,15,0.030952380952381,3,0,0,0,0,1,1,1,1,0,0,0,4,0,FALSE,1,0,1,0,FALSE,0,1,0,0,0,1,1,TRUE,0,0,0,0,0,0,0,0.829733966215544,0,0,0.254084517086122,0
"o0p1985c",142,"No insurance",25,"Male","Civil servant","Accra","Whole life","Single","Ga Adangbe","SHS","No","","Employed","Services","Salaried job","500 to 600","500 to 600","Me","2 people","2 people","1 people","1 people","1 people","0 people","0 people","0 people","More than 120","100 to 110","More than 120","10 to 15","25 to 30","30 to 35","250 to 300","No","","0 employees","Pentecostal or charismatic Christian","No","Crossway Assemblies of God","Yes, I changed within the last 5 years","No","More than once per week",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,"more than 5 hours","30 minutes to 1 hour","No","['2', '5']","Once per day","No","No","No","Illness","No",11.0209088765075,"No","No","No, charity is more important","God blesses me with financial abundance","Yes, I try to seek people from my church but it is not so important","Yes, I try to seek work with people from my church or but it is not so important","Yes, I try to do business with people from my church but it is not so important","No","None","Any government in power","Church","People can usually be trusted","I mostly trust the government","Yes","","No","",2,"Sunday","No","Yes","Sunday","No","Yes","No",4,"2019-05-30","The person was assigned to come this week but there was no randomisation",933,"Thursday",300519,32,0,0,NA,"church",1,"2019-05-27","2019-05-31",TRUE,"2019-05-30",TRUE,TRUE,"no_randomisation",NA,0,1,0,10,0,1,0,0,1,FALSE,0,1,0,1,0,1,346.371421833092,5.84751167280309,86.592855458273,2,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,0,0.473684210526316,0.421052631578947,0.526315789473684,0.473684210526316,0.526315789473684,0.473684210526316,0.421052631578947,0.526315789473684,0.526315789473684,0.526315789473684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0,0,0,0,0,0,0,0,0,1,0,0,0,"AoG Crossway","AoG Crossway","Crossway Assemblies of God",19,1,9,8,10,9,10,9,8,10,10,10,0.0318181818181818,3,0,0,0,0,0,0,0,1,1,0,0,2,0,FALSE,1,0,1,1,FALSE,0,0,0,1,0,1,0,TRUE,0,1,0,0,0,1,0,0.829733966215544,0.657589083305137,0,0.111455643025079,0.190112787640594
"oeq8mwt7",139,"Insurance information",24,"Female","Student","Accra","Whole life","Single","Akan","SHS","No","","Student","Student","Family","450 to 500","600 to 700","Parent","1 people","1 people","0 people","0 people","0 people","0 people","0 people","0 people","90 to 100","50 to 60","90 to 100","15 to 20","15 to 20","0","0","Yes","1 to 3 years","0 employees","Pentecostal or charismatic Christian","Yes","Crossway Assemblies of God","I have always been in this church","Yes","More than once per week",NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,"more than 5 hours","30 minutes to 1 hour","No","['2', '5']","Multiple times per day","No","No","No","Accident","Yes",14.169739984081,"No","No","Yes, they are equally important","God provides enough that I do not suffer","No, it is not important at all","No, it is not important at all","No, it is not important at all","Yes","None","Any government in power","Through school","People can almost always be trusted","I always mistrust the government","Yes","","No","",1,"Sunday","Yes","No","Sunday","No","Yes","No",6,"2019-05-29","Yes, the person was assigned  and came during the assigned week",1131,"Wednesday",290519,32,0,0,NA,"church",1,"2019-05-27","2019-05-31",TRUE,"2019-05-29",TRUE,TRUE,"complier",1,0,0,1,10,0,0,1,0,0,FALSE,0,1,0,1,1,1,299.138955219488,5.70090819861122,74.7847388048721,2,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,2,0,0.263157894736842,0.526315789473684,0.526315789473684,0.473684210526316,0.263157894736842,0.263157894736842,0.473684210526316,0.473684210526316,0.526315789473684,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0,0,0,0,0,0,0,0,0,1,0,0,0,"AoG Crossway","AoG Crossway","Crossway Assemblies of God",19,1,5,10,10,9,5,5,9,9,10,19,0.0473684210526316,3,0,0,0,0,1,0,0,0,1,0,0,2,0,FALSE,0,1,1,0,FALSE,0,0,0,1,1,1,0,TRUE,1,0,0,1,0,1,0,0.963425724984055,0.727194521651682,0,0.111455643025079,0.28497221411492
"ohm0vxis",109,"Insurance",37,"Female","Agriculture","Urban Ghana","5 to 10 years","Married","Akan","Primary","No","","Self-employed","Agriculture","Entrepreneur","More than 1000","0","Joint decisions incl. me","4 people","4 people","0 people","0 people","0 people","0 people","0 people","0 people","70 to 80","10 to 15","10 to 15","25 to 30","50 to 60","20 to 25","500 to 600","Yes","3 to 10 years","0 employees","Pentecostal or charismatic Christian","Yes","Crossway Assemblies of God","I have always been in this church","No","More than once per week",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"1 to 3 hours","Less than 30 minutes","No","['2', '5']","Multiple times per day","No","No","No","Illness","No",7.87207776893391,"No","No","No, charity is less important","God provides enough that I do not suffer","No, it is not important at all","No, it is not important at all","No, it is not important at all","No","Women's association","I prefer to give money directly to my church","Other","You usually cannot be too careful dealing with people","I mostly mistrust the government","Yes","","No","",1,"Sunday","Yes","Yes","Sunday","No","Yes","No",8,"2019-05-15","The person was not assigned to any session this week",1531,"Wednesday",150519,31,1,0,NA,"church",0,"2019-05-27","2019-05-31",TRUE,"2019-05-15",FALSE,FALSE,"showed_up",NA,1,0,0,10,0,1,1,0,0,FALSE,1,1,0,1,1,1,661.254532590448,6.49413883772814,165.313633147612,2,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.526315789473684,0.526315789473684,0.368421052631579,0.473684210526316,0.473684210526316,0.526315789473684,0.526315789473684,0.368421052631579,0.473684210526316,0.315789473684211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0,0,0,0,0,0,0,0,0,1,0,0,0,"AoG Crossway","AoG Crossway","Crossway Assemblies of God",19,1,10,10,7,9,9,10,10,7,9,6,0.0119047619047619,1,0,0,0,0,0,0,0,0,1,0,0,1,0,FALSE,0,1,1,0,FALSE,0,0,0,1,0,1,0,TRUE,0,0,1,0,1,1,0,0.829733966215544,0,0,0.111455643025079,0
"oima7ak8",144,"Insurance",49,"Female","Shopkeeper","Urban Ghana","Whole life","Married","Other","SHS","No","","Self-employed","Services","Salaried job","300 to 350","700 to 800","Joint decisions incl. me","1 people","1 people","3 people","3 people","1 people","0 people","0 people","0 people","More than 120","20 to 25","More than 120","35 to 40","40 to 50","35 to 40","500 to 600","Yes","3 to 10 years","0 employees","Pentecostal or charismatic Christian","Yes","Crossway Assemblies of God","I have always been in this church","No","More than once per week",1,NA,NA,NA,1,NA,NA,NA,NA,NA,4,"1 to 3 hours","Less than 30 minutes","No","['0', '1', '2', '5']","Multiple times per day","No","No","Yes","Violence","No",29.9138955219488,"Yes","No","No, charity is more important","God blesses me with financial abundance","Yes, I try to seek people from my church but it is not so important","Yes, I try to seek work with people from my church or but it is not so important","Yes, I try to do business with people from my church but it is not so important","Yes","No Other club","I prefer to give money directly to my church","Through family","You usually cannot be too careful dealing with people","I mostly mistrust the government","Yes","","No","",1,"Sunday","Yes","Yes","Friday","Yes","Yes","Yes",5,"2019-05-30","The person was assigned to come this week but there was no randomisation",1505,"Thursday",300519,33,0,0,NA,"church",1,"2019-05-27","2019-05-31",TRUE,"2019-05-30",TRUE,TRUE,"no_randomisation",NA,1,0,0,10,0,1,0,0,0,TRUE,1,1,0,1,1,1,204.674021992282,5.32141857690631,51.1685054980704,2,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,1,0.526315789473684,0.526315789473684,0.842105263157895,0.736842105263158,0.526315789473684,0.526315789473684,0.526315789473684,0.526315789473684,0.842105263157895,0.736842105263158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0,0,0,0,0,0,0,0,0,1,0,0,0,"AoG Crossway","AoG Crossway","Crossway Assemblies of God",19,1,10,10,16,14,10,10,10,10,16,14,0.146153846153846,4,1,1,1,0,0,0,0,0,1,1,0,2,1,FALSE,0,1,1,1,FALSE,0,0,0,1,1,1,0,TRUE,0,1,0,0,1,1,0,0.891137282365842,0.272805478348318,0.28040943242108,0.323452410942669,0.22027946666378
"or3ha9g1",108,"Insurance information",41,"Female","Private sector","Urban Ghana","More than 10 years","Single","Ewe","Primary","No","N/A","Self-employed","Services","Entrepreneur","200 to 250","200 to 250","Me","2 people","1 people","1 people","0 people","1 people","0 people","0 people","0 people","50 to 60","10 to 15","More than 120","40 to 50","Less than 5","40 to 50","0","Yes","3 to 10 years","1 employees","Pentecostal or charismatic Christian","Yes","Crossway Assemblies of God","Yes, I changed more than 5 years ago","No","More than once per week",1,NA,1,NA,1,NA,NA,NA,NA,NA,4,"more than 5 hours","30 minutes to 1 hour","Yes","['1', '2']","Multiple times per day","No","No","Yes","Violence","Yes",20.4674021992282,"Yes","Yes","No, charity is less important","God is not interested in my finances","Yes, I try to only make friends with people from my church","Yes, I try to only seek work with people from my church","Yes, I only work or do business with people from my church","No","N/A","I prefer to keep money for my own business","Other","You always cannot be too careful dealing with people","I always mistrust the government","Yes","I hardly fall sick","No","",4,"Tuesday","Yes","Yes","Wednesday","Yes","Yes","Yes",6,"2019-05-15","The person was not assigned to any session this week",1403,"Wednesday",150519,28,0,0,NA,"church",0,"2019-05-27","2019-05-31",TRUE,"2019-05-15",FALSE,FALSE,"showed_up",NA,0,0,1,10,0,1,0,1,0,FALSE,0,1,0,1,1,1,141.69739984081,4.953693796781,35.4243499602026,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0.736842105263158,0.473684210526316,0.526315789473684,0.526315789473684,0.473684210526316,0.684210526315789,0.736842105263158,0.473684210526316,0.473684210526316,0.526315789473684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0,0,0,0,0,0,0,0,0,1,0,0,0,"AoG Crossway","AoG Crossway","Crossway Assemblies of God",19,1,14,9,10,10,9,13,14,9,9,10,0.144444444444444,4,1,1,1,0,1,0,0,1,1,1,0,4,1,TRUE,1,0,0,1,TRUE,0,1,1,1,0,0,1,TRUE,1,0,1,0,0,1,0,0.217646193573085,0.272805478348318,0.339894544078642,0.720923903976965,0.27898951437802
"p18qus27",108,"Insurance information",21,"Male","Other","Urban Ghana","5 to 10 years","Single","Ewe","SHS","No","","Self-employed","Services","Entrepreneur","450 to 500","150 to 200","Parent","0 people","0 people","0 people","0 people","0 people","0 people","0 people","0 people","More than 120","More than 120","More than 120","40 to 50","0","80 to 90","0","No","","","Pentecostal or charismatic Christian","Yes","Crossway Assemblies of God","I have always been in this church","Yes","Weekly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 to 5 hours","30 minutes to 1 hour","No","['2']","Multiple times per day","No","No","No","Illness","No",17.3185710916546,"No","No","No, charity is less important","God provides enough that I do not suffer","Yes, I try to seek people from my church but it is not so important","Yes, I try to seek work with people from my church or but it is not so important","Yes, I try to do business with people from my church but it is not so important","Yes","Mencheers band","I prefer to give money directly to my church","Church","People can usually be trusted","I mostly mistrust the government","Yes","","No","",1,"Sunday","Yes","Yes","Sunday","No","Yes","No",6,"2019-05-15","The person was not assigned to any session this week",1405,"Wednesday",150519,31,1,0,NA,"church",0,"2019-05-27","2019-05-31",TRUE,"2019-05-15",FALSE,FALSE,"showed_up",NA,0,0,1,10,0,1,0,1,0,FALSE,0,1,0,0,1,1,299.138955219488,5.70090819861122,74.7847388048721,2,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.421052631578947,0.578947368421053,0.631578947368421,0.578947368421053,0.473684210526316,0.473684210526316,0.578947368421053,0.421052631578947,0.526315789473684,0.578947368421053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0,0,0,0,0,0,0,0,0,1,0,0,0,"AoG Crossway","AoG Crossway","Crossway Assemblies of God",19,1,8,11,12,11,9,9,11,8,10,11,0.0578947368421053,4,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,1,1,1,FALSE,0,0,0,1,1,1,0,TRUE,0,0,1,1,0,1,0,0.891137282365842,0.615216395043181,0,0,0.197110748006809
"p8yytuot",138,"Insurance information",40,"Male","Agriculture","Urban Ghana","Whole life","Single","Other","SHS","No","","Self-employed","Agriculture","Entrepreneur","300 to 350","300 to 350","Me","1 people","0 people","1 people","0 people","1 people","0 people","0 people","0 people","35 to 40","50 to 60","0","0","0","10 to 15","0","No","","","Pentecostal or charismatic Christian","Yes","Crossway Assemblies of God","Yes, I changed within the last 5 years","No","More than once per week",NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"3 to 5 hours","Less than 30 minutes","Yes","['1', '2']","Multiple times per day","No","No","Yes","Illness","No",7.87207776893391,"No","Yes","No, charity is less important","God blesses me with financial abundance","Yes, I try to seek people from my church but it is not so important","No, it is not important at all","No, it is not important at all","No","None","I prefer to give money directly to my church","Other","People can usually be trusted","I always mistrust the government","Yes","","No","",2,"Tuesday","Yes","Yes","Wednesday","Yes","Yes","Yes",8,"2019-05-29","The person was assigned to come this week but there was no randomisation",1020,"Wednesday",290519,21,0,0,NA,"church",1,"2019-05-27","2019-05-31",TRUE,"2019-05-29",TRUE,TRUE,"no_randomisation",NA,0,0,1,10,0,1,0,0,0,TRUE,0,1,0,1,1,1,204.674021992282,5.32141857690631,51.1685054980704,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0.789473684210526,0.789473684210526,0.736842105263158,0.736842105263158,0.473684210526316,0.789473684210526,0.789473684210526,0.368421052631579,0.631578947368421,0.789473684210526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0,0,0,0,0,0,0,0,0,1,0,0,0,"AoG Crossway","AoG Crossway","Crossway Assemblies of God",19,1,15,15,14,14,9,15,15,7,12,15,0.0384615384615385,3,0,0,0,0,0,0,0,0,1,1,0,2,1,TRUE,1,0,1,0,FALSE,0,1,1,1,0,1,0,TRUE,0,0,1,0,0,1,0,0.7931596911996,0,0,0.599473293569289,0
